Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2000-01-03,0.8410475850105286,0.8452737254172048,0.7640336296269649,0.787983229909197,535796800
2000-01-04,0.7701389789581299,0.8311859925057475,0.7602772473897574,0.8133416112650513,512377600
2000-01-05,0.7814083695411682,0.8307162131584468,0.7738953040304676,0.779530090623911,778321600
2000-01-06,0.7137866616249084,0.8039493784334993,0.7137866616249084,0.7973754264275039,767972800
2000-01-07,0.747597873210907,0.7588683489276759,0.7175439567966562,0.7250570220940228,460734400
2000-01-10,0.7344492077827454,0.7682596837199466,0.7119083554690968,0.7663814047562996,505064000
2000-01-11,0.6968814730644226,0.7466589074428466,0.6799762577084082,0.7208310757139531,441548800
2000-01-12,0.6550873517990112,0.7175438928746473,0.6499212452314679,0.7137864827899717,976068800
2000-01-13,0.7269353866577148,0.7419623727524206,0.6950031854116815,0.7099123495746988,1032684800
2000-01-14,0.7546415328979492,0.7682597717001295,0.7466588840070332,0.7513545568747287,390376000
2000-01-18,0.7809389233589172,0.7964362935792543,0.7546415108739105,0.7588684539756724,459177600
2000-01-19,0.8006625175476074,0.8170982024590331,0.7767129123537344,0.7936181796640565,597643200
2000-01-20,0.8527877926826477,0.9128956419997754,0.8527877926826477,0.8678147299327593,1831132800
2000-01-21,0.8363521695137024,0.8584226949939934,0.8278991337273192,0.8584226949939934,495924800
2000-01-24,0.7983146905899048,0.8471521118321852,0.7898616056714585,0.814750325028407,440876800
2000-01-25,0.8433953523635864,0.8499702064747499,0.7691996470275655,0.7889223033445454,497145600
2000-01-26,0.827899158000946,0.8579531377018691,0.8246122312511752,0.8264904607772303,367158400
2000-01-27,0.8264902234077454,0.8490311280556132,0.8039493689182119,0.8175676074754262,340144000
2000-01-28,0.7635640501976013,0.8330641372595451,0.7560509841194963,0.8128719476970554,423348800
2000-01-31,0.7795301079750061,0.7804692725337031,0.7100300747732394,0.7588683873670126,701680000
2000-02-01,0.7532327771186829,0.7889223883824181,0.7513545481201573,0.7814084692216235,318035200
2000-02-02,0.7424318194389343,0.7673205317791414,0.7288135327041901,0.7569900732219541,464195200
2000-02-03,0.7762430906295776,0.7832874258860913,0.7532326086564326,0.7537021908802081,475193600
2000-02-04,0.8114634156227112,0.8264903533618376,0.7785911930546897,0.7809390548946402,425320000
2000-02-07,0.8570137619972229,0.8584225090328048,0.7959667530052622,0.8114633215050175,441067200
2000-02-08,0.8631189465522766,0.8725101912303496,0.8358823707792796,0.8565440921743329,408643200
2000-02-09,0.8462127447128296,0.8800240731351007,0.8448040981966106,0.8574832209591394,299364800
2000-02-10,0.8527877926826477,0.8556051866722293,0.8264903264657386,0.8480920691555575,302982400
2000-02-11,0.817098081111908,0.857483315061259,0.8133415227953072,0.8537267567446581,212251200
2000-02-14,0.8701624274253845,0.8706320097481809,0.8161589053954462,0.8213241604712045,367539200
2000-02-15,0.8941119909286499,0.9011563273727193,0.8654667682327164,0.8659363505356555,485744000
2000-02-16,0.8574831485748291,0.8875379165556837,0.8424562160093261,0.8847197209112184,378246400
2000-02-17,0.8631189465522766,0.8678145688913131,0.8499702409630143,0.8654667577217948,289497600
2000-02-18,0.8358823657035828,0.8668753990329461,0.8330641195623101,0.8612406121336531,233441600
2000-02-22,0.8551356196403503,0.8786156421308808,0.8016016217933478,0.8274295060895752,422296000
2000-02-23,0.8734496235847473,0.8941122541639859,0.8340034947245715,0.8507917942930961,473099200
2000-02-24,0.8655838966369629,0.895051320127697,0.8396390432826925,0.8814330295715064,376432000
2000-02-25,0.8293076157569885,0.8790850977585826,0.8274293867732836,0.8626494154303097,249144000
2000-02-28,0.8509093523025513,0.8640580586190366,0.8142806771340071,0.8274293834504923,328328000
2000-02-29,0.8612406253814697,0.8809632826823308,0.8457433059451092,0.8532571243541538,368961600
2000-03-01,0.9791082739830017,0.9922569754245941,0.8903551411520382,0.8908247233011478,1077003200
2000-03-02,0.916653037071228,0.9612644687145281,0.906791305052487,0.9542209333226714,311259200
2000-03-03,0.9617342948913574,0.963495655873759,0.9016264218536364,0.9382542635563585,323366400
2000-03-06,0.9443590044975281,0.9701868337409295,0.9391928969388627,0.9467068156999633,210560000
2000-03-07,0.9232271313667297,0.9575080563699823,0.9100784208404139,0.9499941348929154,273011200
2000-03-08,0.916653037071228,0.9312104927901018,0.8908252024452527,0.923226990061403,271230400
2000-03-09,0.9185312390327454,0.9391929621521371,0.8884772672848188,0.9081999260480305,276718400
2000-03-10,0.9448285698890686,0.961264251178558,0.9091389110043067,0.9143050184704996,248606400
2000-03-13,0.9114871025085449,0.950463648802262,0.8978688104910665,0.9175922761245365,303956800
2000-03-14,0.858422577381134,0.9335582665113537,0.8565442478508041,0.910782567947635,428579200
2000-03-15,0.8734496235847473,0.9035044045712276,0.8574835196342493,0.8687539998062461,443609600
2000-03-16,0.913364827632904,0.9166526051121533,0.8603004361817231,0.8814326374660111,378100800
2000-03-17,0.939193069934845,0.9391930699348449,0.8988077805675485,0.9025652422235294,305043200
2000-03-20,0.9241661429405212,0.948585230046379,0.9194704193009761,0.927923504322289,204489600
2000-03-21,1.0138593912124634,1.027477582999253,0.9138357226950171,0.9208792587013069,524328000
2000-03-22,1.0833595991134644,1.0847691492360632,0.9885012195761976,0.9976586306459746,567996800
2000-03-23,1.0617583990097046,1.1298497523653452,1.0518966671220682,1.0669236047261665,562564800
2000-03-24,1.0420351028442383,1.081481234206168,1.0180854939744388,1.0702107533193743,446913600
2000-03-27,1.048609733581543,1.0875862777981669,1.028416686584498,1.0340523777771724,279182400
2000-03-28,1.0453226566314697,1.0669235459483335,1.030294817005118,1.0312339817442564,202966400
2000-03-29,1.0213727951049805,1.0476702036959447,1.0055236668369483,1.0472007217615662,239836800
2000-03-30,0.9448285698890686,1.034521597179753,0.9424806584119968,1.0035277612491347,414400000
2000-03-31,1.0204339027404785,1.031233895066089,0.9467068686814468,0.9575077638570834,404633600
2000-04-03,1.0016497373580933,1.0481402044737613,0.9725349239519276,1.0180854236569792,328563200
2000-04-04,0.9565685391426086,0.9993016319822055,0.8772067227381317,0.9964842384951565,660329600
2000-04-05,0.9795791506767273,0.9983626467087282,0.9316800420266182,0.9502286967077955,457665600
2000-04-06,0.9406024217605591,1.0105720892146617,0.9260441669232834,0.9814572849233524,259627200
2000-04-07,0.9899095296859741,0.990848594013521,0.9429502943085608,0.9560990005942379,242435200
2000-04-10,0.939193069934845,0.9974235936176254,0.9373148406902665,0.9894400910821726,212262400
2000-04-11,0.8973987698554993,0.9382535247315287,0.8870674598740682,0.9279231175998731,541822400
2000-04-12,0.8208545446395874,0.894111992238685,0.787983231644035,0.894111992238685,941136000
2000-04-13,0.8551356196403503,0.9016260822286036,0.8152199124515023,0.8377608203147588,529827200
2000-04-14,0.8405781984329224,0.8865982250648644,0.818976405606115,0.8213242673673393,667620800
2000-04-17,0.9307410717010498,0.9312106541841179,0.8194461610208815,0.8227339907776247,409561600
2000-04-18,0.953281819820404,0.953281819820404,0.8969296213022345,0.9279235662314498,390924800
2000-04-19,0.9100778698921204,0.9786387755425195,0.8997465601448581,0.9481153313397634,520150400
2000-04-20,0.8931727409362793,0.9373145766759402,0.8795544541862851,0.929331878922441,722120000
2000-04-24,0.9053822755813599,0.9053822755813599,0.8621796093990352,0.864057837895404,443620800
2000-04-25,0.964081883430481,0.9673696625293755,0.9171226390909579,0.9175922215026845,391641600
2000-04-26,0.9114871025085449,0.9617340286213427,0.9016261722253534,0.9514027133649281,366912000
2000-04-27,0.9523413181304932,0.9542204493175552,0.8759147896094172,0.8804934414159454,326603200
2000-04-28,0.9321498870849609,0.9579778311659232,0.9114873512500946,0.955160436075682,249580800
2000-05-01,0.9340278506278992,0.9401330235128902,0.9157139370398214,0.9382538914456257,226195200
2000-05-02,0.885658860206604,0.9485849920848042,0.8828414668563203,0.9260441398993418,236432000
2000-05-03,0.864527702331543,0.9110173587969637,0.8386998701877699,0.8936425106545064,489798400
2000-05-04,0.8316558003425598,0.8659367278267048,0.8307166353274847,0.8649975628116298,399515200
2000-05-05,0.8499704003334045,0.8621799436174974,0.8318903750165003,0.8325946984360847,284076800
2000-05-08,0.8274292945861816,0.8541962365093079,0.8264901300406309,0.842221437128578,184900800
2000-05-09,0.7922093272209167,0.8358823877680959,0.7879832369348924,0.8288380512664065,327140800
2000-05-10,0.746189296245575,0.7889223918367247,0.7419623530511942,0.7818780549738852,535091200
2000-05-11,0.7724866271018982,0.7832875211455187,0.7438414057513785,0.7616857832166072,499744000
2000-05-12,0.8086459636688232,0.830246904322075,0.787161189734994,0.7964364201274396,306913600
2000-05-15,0.7588683366775513,0.8119326856076511,0.7522935331475619,0.8119326856076511,678932800
2000-05-16,0.7940874695777893,0.8194457123115,0.7720170046421602,0.7852826774456843,440451200
2000-05-17,0.7616859078407288,0.7790607058678715,0.7541719882172365,0.7785911235101565,398092800
2000-05-18,0.7569903135299683,0.788452936671713,0.7560511487167852,0.7738955309589763,373777600
2000-05-19,0.7062735557556152,0.745719670392034,0.7015770308203806,0.745719670392034,740667200
2000-05-22,0.6757491827011108,0.7043952553182816,0.6461647982604491,0.7043952553182816,755507200
2000-05-23,0.6447562575340271,0.7015771790240961,0.6433475605791869,0.6799762896386677,517585600
2000-05-24,0.6588440537452698,0.6743405723280571,0.6236240230320654,0.647573625860043,678462400
2000-05-25,0.6556738615036011,0.6961769079464297,0.6461647463156586,0.6649490884314695,406750400
2000-05-26,0.6489824056625366,0.675279823295705,0.6405302231877037,0.6611919496541326,181148800
