Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
26,2007-11-13,50.64598846435547,51.66505387693669,48.704909816418926,50.30630145613752,43830531
27,2007-11-14,49.982784271240234,52.24737584245198,49.7239711732027,51.53564530775749,36738579
28,2007-11-15,50.823909759521484,51.71357056935556,49.86954459016536,50.92096191087836,29242252
29,2007-11-16,50.468048095703125,51.616517648278226,49.88572198296349,50.59745243589199,18895294
30,2007-11-19,52.2958984375,54.18845071616877,51.228307094623624,51.61652013388471,40716718
31,2007-11-20,51.48711395263672,53.54142268810396,50.85626175291968,52.08561396991991,26342171
32,2007-11-21,47.47557067871094,52.10180723674885,46.32709629687063,51.794472359187665,26814499
33,2007-11-22,45.84182357788086,48.88285067778158,43.85221859634046,46.97411959526963,34096185
34,2007-11-23,48.88285446166992,49.17401543966515,46.132988104366795,48.85050226679751,27664090
35,2007-11-26,49.27104949951172,50.694506058564414,48.882836467730044,50.694506058564414,20159123
36,2007-11-27,48.05788803100586,50.11219733371561,47.55644442256397,50.11219733371561,20573198
37,2007-11-28,47.34614181518555,49.33575046932399,47.022628783673774,49.10928959209522,16435311
38,2007-11-29,46.06827926635742,48.78578851962412,45.469779133762835,48.52697978614249,25530967
39,2007-11-30,47.847599029541016,48.13875993741204,46.262385741863504,46.90941193176675,18437721
40,2007-12-03,48.5269775390625,49.12547764394307,48.05788179493057,48.429920977555625,16851227
41,2007-12-04,47.89613342285156,49.25489041246924,47.540268079101416,48.85049897364587,14008727
42,2007-12-05,49.804840087890625,49.98277488210315,47.87994024670438,47.97699239778308,27725290
43,2007-12-06,48.88285446166992,51.648890334516906,48.252002019406746,50.88863350069232,24104710
44,2007-12-07,48.67256546020508,49.88573981038399,47.79908256083311,49.19018739386703,11742386
45,2007-12-10,48.72107696533203,49.319572567934785,48.0902247938153,49.141642154392294,8330010
46,2007-12-11,48.49460983276367,49.43279663286402,48.25197508853466,49.15780971181932,11685950
47,2007-12-12,48.462284088134766,48.899027743539854,47.55644897079162,47.87996213954677,16342131
48,2007-12-13,47.65349197387695,49.17400532889004,47.475561520555715,48.52697911619125,14620172
49,2007-12-14,47.18439483642578,47.928477592054016,46.94176001375016,47.49173403365245,10991851
50,2007-12-17,44.33747482299805,47.71818794395025,43.67427043906008,47.45937487170864,19355678
51,2007-12-18,44.143375396728516,45.6153583256099,42.76844464788838,43.836036180052076,21607783
52,2007-12-19,43.334598541259766,45.955056028646666,42.962559282885934,45.56683847943079,19526912
53,2007-12-20,42.89784240722656,44.25659904600142,42.70373368912633,43.90073379413879,17105204
54,2007-12-24,44.20807647705078,44.90362874992519,43.18900672301207,43.54487200315835,16711519
55,2007-12-26,45.5506477355957,46.100621662327924,44.450704270057734,44.450704270057734,20930094
56,2007-12-27,45.874176025390625,47.135876431341245,45.48595849066985,46.48885013209191,44565277
57,2007-12-28,46.23004150390625,46.4241502718391,45.291849856885435,45.777119582753606,18354518
58,2007-12-31,46.56971740722656,46.84470439696735,46.00356952925953,46.58589569363889,11982308
59,2008-01-01,47.42704391479492,47.86378760447357,46.37562603383043,46.81236972350908,16687746
60,2008-01-02,47.16820526123047,47.78287906348061,46.472653211633585,47.427013897569765,13437280
61,2008-01-03,49.10930252075195,49.303411268345904,46.31091493904881,46.87706289324015,31815218
62,2008-01-04,48.85048294067383,50.46804816507431,48.52696989579374,49.82102207531412,28011310
63,2008-01-07,48.446083068847656,49.562200243588,47.92846141097461,48.543135209981344,15858063
64,2008-01-08,46.79619598388672,49.17401884680252,46.23004789214146,48.4946402591225,13282666
65,2008-01-09,46.05210494995117,47.05499655756259,45.93887447381431,46.84471389498143,13113527
66,2008-01-10,44.95215606689453,47.556439171502255,44.644816864734956,46.26238676312891,18023003
67,2008-01-11,45.631534576416016,46.068278142952465,43.8360342224167,45.56683020065977,11629440
68,2008-01-14,46.327083587646484,46.812353207653,44.984505183213855,45.71240961322363,10264240
69,2008-01-15,44.919795989990234,47.26526556824016,44.54775686550831,47.07116125141585,11558334
70,2008-01-16,43.997806549072266,44.96834620583435,42.88168857655318,44.59630688166132,14834065
71,2008-01-17,45.17860412597656,46.18149533441268,43.22134778301192,44.15953463428724,16169395
72,2008-01-18,43.07577896118164,44.85510090419646,42.70373540820968,44.806570431772656,13254156
73,2008-01-21,35.74820327758789,42.70373433448639,31.138139801726613,42.70373433448639,33202389
74,2008-01-22,32.15720748901367,33.968881582979066,25.541363363312325,32.221909665091694,58755707
75,2008-01-23,35.74820327758789,37.1231338353469,32.674829089656,32.674829089656,28425991
76,2008-01-24,35.82908248901367,38.36866105191106,34.13063881412348,37.67310880549381,29911930
77,2008-01-25,37.67311477661133,37.85104524415448,36.152601300064134,37.5275321119468,12550722
78,2008-01-28,38.07750701904297,38.368667966769344,34.13064496519897,37.155493694636284,13601109
79,2008-01-29,37.44664764404297,38.724526060374416,36.88049975618698,38.174552071286385,7679877
80,2008-01-30,35.376163482666016,37.689281031042924,34.90706778097148,37.52752449775885,9016102
81,2008-01-31,33.06305694580078,35.84527130709622,32.674841549657394,35.74821690956931,41538563
82,2008-02-01,34.21152114868164,34.45415598820523,33.321860070428464,33.62919709503226,9089201
83,2008-02-04,35.97465896606445,36.395226363649414,34.85853939883135,34.85853939883135,12009385
84,2008-02-05,37.090782165527344,37.57605178088616,35.262934158594526,36.03936466558324,14593303
85,2008-02-06,36.76726531982422,37.20400880646452,34.712958808424915,36.07171315335895,12429218
86,2008-02-07,35.03647232055664,37.51134845466515,34.81001362570075,36.26582234201283,11300078
87,2008-02-08,34.130638122558594,35.55409477222915,33.499785872353954,35.262933882875814,13514197
88,2008-02-11,31.72046661376953,34.61591062654492,31.38077741849807,34.61591062654492,15133331
89,2008-02-12,31.154321670532227,32.88511780644265,30.89551072582172,32.67483514797002,10237627
90,2008-02-13,30.701400756835938,32.108681410265646,30.070550657438925,31.7042900396312,10395753
91,2008-02-14,33.38656997680664,33.726259269492225,31.38078641769722,31.38078641769722,12514003
92,2008-02-15,34.34092712402344,34.615914165922604,32.36749612606958,33.257157245907756,12080990
93,2008-02-18,34.14681625366211,35.117357791054864,33.85565532821889,35.117357791054864,6977153
94,2008-02-19,33.7747688293457,34.84236228607472,33.51595796196243,34.76148402714014,7226542
95,2008-02-20,32.933631896972656,33.46742968727858,32.56159280788072,33.451253597760875,5604999
96,2008-02-21,33.160099029541016,33.72624691192104,32.755707684983854,33.46743601261176,3874365
97,2008-02-22,32.73952865600586,32.94981125872999,31.72046124274373,32.060150380497774,2691220
98,2008-02-25,33.01451110839844,33.41890238825778,32.22190463866676,33.127741544344296,6270186
99,2008-02-26,33.1439208984375,33.61301439047935,32.982164370563524,33.32185351789153,7139423
100,2008-02-27,35.085018157958984,36.81581262343166,33.62920862182231,33.62920862182231,43223132
101,2008-02-28,36.07173156738281,36.346718672527274,34.939435336258704,35.42470514959761,35763847
102,2008-02-29,35.55409622192383,36.55698767096812,34.97177441947337,35.84525931711259,16477462
103,2008-03-03,34.06593322753906,35.19823116437044,33.67771798306273,34.001231052453576,10049153
104,2008-03-04,33.19246292114258,34.42181356221929,32.35132988859016,34.292409155354115,11485198
105,2008-03-05,33.80712890625,33.96888546189783,32.38366990017093,33.354209234057876,8581053
106,2008-03-07,32.07633590698242,33.321862380468566,30.733755052165794,33.321862380468566,14251925
107,2008-03-10,31.9625301361084,32.190136675314314,30.12541753491607,32.125106550553156,11713659
108,2008-03-11,34.59626770019531,34.92142051750635,30.954556587328454,31.702406303076902,19665129
109,2008-03-12,33.71835708618164,35.766820370527604,33.393204253907165,35.53921382895223,12262350
110,2008-03-13,29.08492088317871,33.165590713149726,28.288297053240463,32.840437949494664,47000084
111,2008-03-14,31.084609985351562,31.214670201594725,29.296269884050535,29.897801140529154,35798540
112,2008-03-17,29.865299224853516,30.499346893458444,29.231251556248587,30.499346893458444,19211273
113,2008-03-18,30.125417709350586,30.71069324575739,29.328791509891566,29.816520756049943,12632937
114,2008-03-19,30.30424690246582,33.75086498226322,30.109154356120353,31.539825679042536,16449023
115,2008-03-24,30.59689712524414,31.44229559529796,29.93033320136529,31.44229559529796,11636914
116,2008-03-25,31.751171112060547,31.946261421414803,30.824484976108028,31.393502237286555,13232423
117,2008-03-26,31.556087493896484,32.320197484929714,31.214676599922417,31.539829412262744,11448313
118,2008-03-27,32.12510299682617,32.43399991416758,31.08461450049683,31.08461450049683,17425122
119,2008-03-28,32.190128326416016,32.43399508991712,31.344732513617103,32.27141651255533,11599511
120,2008-03-31,31.9625301361084,32.336457212381596,31.539831017535263,32.190136675314314,9914705
121,2008-04-01,32.027557373046875,32.482772615497154,31.621116373582456,32.190133772832645,6034588
122,2008-04-02,32.54780197143555,33.49074639113939,32.190133018257626,32.190133018257626,6087024
123,2008-04-03,32.28767395019531,32.77540305735436,32.02755131869386,32.62908476622327,3883474
124,2008-04-04,32.12510299682617,32.499030031735,31.50731357231036,32.499030031735,5906537
125,2008-04-07,31.995044708251953,32.32019752095471,31.621117650593607,32.17387919625519,4088729
126,2008-04-08,31.18215560913086,32.011295534616934,30.954549132842143,31.9462632227489,5753811
127,2008-04-09,31.263452529907227,31.539831112242982,30.90578353502124,31.279710612417272,3776374
128,2008-04-10,31.881242752075195,32.108849297158024,31.100876824624404,31.214678994623917,7075297
129,2008-04-11,32.027557373046875,32.35271017261841,31.70240457347534,32.190133772832645,4012660
130,2008-04-15,32.515289306640625,32.67786570907215,31.279708207144267,31.832467534394755,6362785
131,2008-04-16,32.07633590698242,33.06805251935729,31.94627344670483,32.8404459702263,4725794
132,2008-04-17,33.31191635131836,34.076024191120204,32.20639538839693,32.56406438921229,14831167
133,2008-04-21,33.84840774536133,34.43368311862139,33.49074105426245,33.81589379439769,7639361
134,2008-04-22,34.40118408203125,34.791369328432424,33.49075772065315,33.81591062259797,8814769
135,2008-04-23,34.433692932128906,34.84013397313253,33.97847984823835,34.46620909744271,5265604
136,2008-04-24,33.214359283447266,34.85638100976,32.92172270869505,34.79135090482429,8801780
137,2008-04-25,33.49074172973633,33.96221277142489,33.035526561315876,33.81589447642956,4095990
138,2008-04-28,33.620811462402344,34.2711171398511,33.490751208946115,33.523265169768266,4708244
139,2008-04-29,34.09228515625,34.41743801899644,33.653330114592684,33.81590654596591,6497143
140,2008-04-30,34.319881439208984,34.75883855446801,34.141049182331834,34.433685789115636,6331377
141,2008-05-02,34.62879180908203,35.604250484821335,34.56375946663207,34.84014030679188,5658418
142,2008-05-05,34.466209411621094,35.27909150103821,34.238600662517264,35.083998917544584,7642293
143,2008-05-06,34.17356491088867,34.85638663562966,33.9784745645937,34.189822991017444,5061166
144,2008-05-07,33.68584442138672,34.368666322152094,33.16560115873671,34.14105975692497,4303106
145,2008-05-08,33.279396057128906,33.62080693280938,33.08430570322829,33.425714373825244,3642073
146,2008-05-09,33.08430862426758,33.945962724842666,32.58032130663073,32.840444006548175,8621761
147,2008-05-12,33.08430862426758,33.32817324198699,32.35271256602565,33.08430862426758,4890395
148,2008-05-13,33.181846618652344,33.42571119162431,32.9054680923341,33.23062085629672,5056766
149,2008-05-14,33.23063659667969,33.4094711425845,32.51530061814479,32.51530061814479,2982486
150,2008-05-15,33.246891021728516,33.620815954184856,32.51529703685681,32.51529703685681,2646760
151,2008-05-16,33.50699996948242,33.60454624139637,33.100559007410425,33.49074409506622,4422288
152,2008-05-20,33.44198226928711,33.572044748475676,33.100571293407846,33.165603635544215,3464912
153,2008-05-21,33.653316497802734,34.14104559457766,32.677858304252865,32.677858304252865,3419088
154,2008-05-22,33.19811248779297,33.36068890792278,32.84044568655767,32.84044568655767,3558000
155,2008-05-23,32.645355224609375,33.45823737815288,32.515294962076005,33.0030242542021,4417028
156,2008-05-26,32.40148162841797,32.59657417341238,30.88951991741965,30.88951991741965,2605807
157,2008-05-27,31.426023483276367,32.80792277004459,31.279705176282288,32.45025383731829,3316550
158,2008-05-28,32.580326080322266,32.77541648003234,30.987075688061125,31.53983512819906,4505700
159,2008-05-29,33.1168098449707,33.49073677135711,32.15760982525401,32.921719548888234,11026212
160,2008-05-30,32.06007766723633,33.32817507205955,31.930017412677767,33.198112612417155,4023430
161,2008-06-02,30.69443130493164,32.515287810409255,30.239216076020497,31.864980025524265,4431595
162,2008-06-03,29.5564022064209,30.5643747252976,29.280021399987984,30.23922187306307,6240766
163,2008-06-04,28.645971298217773,29.735231935815968,28.467136803960244,29.42633719396226,5762089
164,2008-06-05,28.597198486328125,28.80854915563039,27.63799804820134,28.613456569364274,9721099
165,2008-06-06,28.288297653198242,29.475106588759868,27.88185669000933,28.450874038473803,6317089
166,2008-06-09,27.898113250732422,28.58093491374915,26.662532348888607,27.963143360285628,6500809
167,2008-06-10,27.703022003173828,27.930630704802212,27.068974546697138,27.63799189060143,6717902
168,2008-06-11,27.83308982849121,28.288302909818558,27.637997247874484,27.96315007884652,2586175
169,2008-06-12,28.028175354003906,28.190751741357563,26.662534141249864,27.47541607801815,3244212
170,2008-06-13,27.84934425354004,28.255785238876285,27.556705421047862,27.97940448681425,4248430
171,2008-06-16,28.824796676635742,29.26375152726619,27.99565679644532,28.093203053835314,4354615
172,2008-06-17,29.686450958251953,29.914057425574775,28.320809949231958,29.231238023606306,4736084
173,2008-06-18,29.6539363861084,30.304244078294097,29.588906278414775,29.588906278414775,5055019
174,2008-06-19,29.019886016845703,29.58890326001427,28.548415027808336,29.068660246452776,4221271
175,2008-06-20,28.353334426879883,29.377567217772313,27.979409534939325,29.263762839311863,3837789
176,2008-06-23,27.361610412597656,28.22326654729777,27.085231890401346,28.125720278547135,4516050
177,2008-06-24,26.516220092773438,27.768059358504615,26.23983930784565,27.361616119752803,5238203
178,2008-06-25,25.784618377685547,26.32111949666547,25.199343026472775,26.012224846189664,3933879
179,2008-06-26,27.247812271118164,28.418363257846856,25.930942962319282,25.930942962319282,18253250
180,2008-06-27,26.044742584228516,26.922656841284944,25.89842427641357,26.337381404941787,6821283
181,2008-06-30,25.524503707885742,26.272355656075224,24.792909842173287,26.028491034171072,4596315
182,2008-07-01,23.719900131225586,25.524498398990808,22.80947195779524,25.524498398990808,6202295
183,2008-07-02,24.760395050048828,25.020517768852397,22.972054390264596,23.73616446329686,5245963
184,2008-07-03,24.110090255737305,24.760395974483604,23.411012490118615,24.54904749792464,4726793
185,2008-07-04,24.43523406982422,24.906705100372218,23.57358019348074,23.736156562985784,4862814
186,2008-07-07,24.971744537353516,25.979719286927768,24.760396060064057,24.760396060064057,5528014
187,2008-07-08,25.70333480834961,26.337382300496248,23.085852233036757,23.085852233036757,8354280
188,2008-07-09,27.491676330566406,27.605478487658257,26.044744604694348,26.044744604694348,6860769
189,2008-07-10,28.694746017456055,29.03615695560955,26.727570807223,27.49168089713396,7216175
190,2008-07-11,27.3290958404541,29.328784381654067,27.11774522876976,28.971117677784232,6040791
191,2008-07-14,27.345348358154297,28.320808698764786,26.662528986334795,26.662528986334795,5942149
192,2008-07-15,26.207313537597656,26.955165206460606,26.01222323599184,26.662528651510417,3693378
193,2008-07-16,25.491985321044922,26.662536286192882,25.05302815784355,26.20732104193154,6973872
194,2008-07-17,26.792593002319336,26.98768553922475,26.01222726486421,26.01222726486421,5038238
195,2008-07-18,28.288297653198242,28.51590415156736,26.483699335622806,27.2803231824564,5983177
196,2008-07-21,29.881549835205078,30.060384313689653,28.304557895500434,28.77602900780812,8754188
197,2008-07-22,31.10087776184082,31.37725635881149,29.62143186659402,29.88155458527761,12631056
198,2008-07-23,33.295654296875,33.94595988981591,31.89749683103535,32.48277230569887,12798869
199,2008-07-24,32.12510299682617,33.913443357889676,30.125414202397653,30.125414202397653,10764301
200,2008-07-25,32.190128326416016,33.230618873065715,30.970805534326377,31.78368739571947,10710381
201,2008-07-28,31.930009841918945,32.82417994397757,31.572340919062178,32.19013028936026,5533881
202,2008-07-29,30.64566421508789,31.702411028875336,30.401799565752327,31.21468173020421,5145929
203,2008-07-30,31.930009841918945,32.19013028936026,30.922035390292272,30.922035390292272,7354746
204,2008-07-31,30.8082332611084,32.48277144142675,30.401792276334543,32.48277144142675,6006517
205,2008-08-01,31.70240592956543,31.832468378007672,29.263759828464313,30.320506472274797,4699412
206,2008-08-04,31.897493362426758,32.482768773446054,31.068353380573036,31.068353380573036,4301346
207,2008-08-05,33.32816696166992,33.5720315334358,31.7024009448141,32.02755370716861,9161115
208,2008-08-06,32.48277282714844,34.514977837711974,32.255166306982034,34.514977837711974,8616591
209,2008-08-07,32.40148162841797,33.133075364521986,31.39350715441909,31.39350715441909,4809365
210,2008-08-08,31.848730087280273,32.64535413002567,31.734925707566404,32.02756239099651,4883824
211,2008-08-11,32.14136505126953,32.61283621827784,31.897500426428977,32.2551694248953,2714705
212,2008-08-12,31.588607788085938,32.515294306474466,31.344743146939898,32.35271567395985,5801276
213,2008-08-13,31.718666076660156,32.02756082856367,30.970814115941693,31.21467874193138,2754609
214,2008-08-14,30.954553604125977,31.86497964078889,30.889521282864237,31.539826854814002,2566362
215,2008-08-18,30.59689712524414,31.539839706771254,30.30426038065555,30.889533869832736,2963058
216,2008-08-19,30.02787208557129,30.72694980521417,29.41008037034186,30.54811750838725,2941144
217,2008-08-20,30.369277954101562,30.613142542022878,30.157927321519693,30.239215517493463,3319410
218,2008-08-21,30.04412841796875,30.548115728503717,29.686459434986855,30.239218786344956,4138486
219,2008-08-22,29.7352294921875,31.084614924253557,28.97112174145751,31.084614924253557,4139879
220,2008-08-25,30.06037712097168,30.46681801796541,29.849026531485144,30.46681801796541,2034227
221,2008-08-26,30.109159469604492,30.20670575934366,29.556400101194203,29.751490475588792,1489491
222,2008-08-27,29.507625579833984,30.48308405800201,29.34504916680598,30.271735603099096,4297168
223,2008-08-28,29.06867218017578,29.914068251184442,28.69474508667631,29.588915407315607,7382078
224,2008-08-29,30.271726608276367,30.385530945614086,29.45884478467288,29.58890499441621,2219080
225,2008-09-01,30.255353927612305,30.38639947689798,29.649263263141155,30.206210180288544,3417069
226,2008-09-02,31.844284057617188,31.975329570608984,30.206201814490388,30.468295062262204,5030404
227,2008-09-04,31.17266845703125,31.745996421324893,30.910575228996546,31.48390319329019,2813325
228,2008-09-05,30.484682083129883,30.82867939714991,30.14068476910986,30.795916901799945,3330688
229,2008-09-08,32.09000778198242,33.384091027157815,31.778770686815356,32.106386810747814,8377948
230,2008-09-09,32.20466613769531,32.46675943273846,31.46752999514255,32.09000184859361,3737279
231,2008-09-10,31.926204681396484,32.466770481174166,31.614967537862704,32.04086900951843,3847698
232,2008-09-11,31.07439422607422,31.778767942996883,30.828682154339965,31.778767942996883,2567354
233,2008-09-12,31.3856258392334,32.237428488875,30.87782049893893,31.287340576307276,6093354
234,2008-09-15,29.40355110168457,30.71401547767646,28.518988092247806,30.238972585737166,6770268
235,2008-09-16,29.97687339782715,30.238966666075203,27.84736920371783,28.256889241046544,4654621
236,2008-09-17,29.206974029541016,30.402771525722308,28.830214301226736,30.402771525722308,4674190
237,2008-09-18,29.14145278930664,29.714780855574467,27.04471103567111,28.830217997690365,6603710
238,2008-09-19,30.910581588745117,31.074389612246254,29.48545089556984,29.829448189279926,9821730
239,2008-09-22,30.238977432250977,33.08923968428658,29.9932653223713,31.77877287647245,4162514
240,2008-09-23,29.87858772277832,30.550201018875363,29.321640924230177,29.87858772277832,6569683
241,2008-09-24,30.56658172607422,30.894197745542083,29.583733667670632,29.976872446674403,5730103
242,2008-09-25,29.616498947143555,30.779536370128497,28.91212310588774,30.64848861692836,10926783
243,2008-09-26,29.14145278930664,29.780305840578695,28.63364970804304,29.780305840578695,4967945
244,2008-09-29,28.060321807861328,29.976874307656008,27.519754009107597,29.976874307656008,7859964
245,2008-09-30,28.10946273803711,29.157833599164334,26.536905335452058,26.536905335452058,6616439
246,2008-10-01,29.043167114257812,29.321639388048336,27.896508864208194,28.469839100127125,3743739
247,2008-10-03,29.452693939208984,29.813070298403208,28.666414004824865,29.19060062774761,4681406
248,2008-10-06,28.846603393554688,29.485454314937645,28.256893996205505,29.125077954516147,5560277
249,2008-10-07,29.79668426513672,30.435537303546575,28.83021741724392,28.83021741724392,9928258
250,2008-10-08,29.567359924316406,29.813072001260583,27.552519560300787,28.797463416297973,9985473
251,2008-10-10,29.387163162231445,30.058776446382975,27.208517521859367,29.452688143544435,9025179
252,2008-10-13,29.97687339782715,30.20620417437355,29.338022583952032,29.534593090585172,6805621
253,2008-10-14,29.256120681762695,31.090771469732545,29.026789888713605,30.14068358168837,5099383
254,2008-10-15,29.010414123535156,29.632883853975294,28.699179258315088,29.092318152371437,5495022
255,2008-10-16,27.896516799926758,28.600892750734,27.355951121544194,28.600892750734,6651066
256,2008-10-17,25.79977798461914,28.666419242313765,25.423018086248632,28.46985088914535,5586092
257,2008-10-20,26.094621658325195,27.126613449995528,25.275581611819373,25.898053380236792,7922965
258,2008-10-21,26.30757713317871,27.68356416202785,25.554059739207702,26.356718654220646,8047276
259,2008-10-22,24.866069793701172,26.242057081512115,24.620357698671036,26.04548873856144,5408099
260,2008-10-23,23.653884887695312,24.472925007732968,23.293506346163337,24.243594218480126,6641370
261,2008-10-24,20.59067153930664,23.260741129305273,20.31219704238191,22.933125119647123,9905588
262,2008-10-27,19.00173568725586,20.31219991095784,17.03603935170289,20.213914649822478,12878172
263,2008-10-29,21.508005142211914,22.867611220245312,19.656972637540342,21.622669456936553,13094201
264,2008-10-31,22.883987426757812,23.58836329817172,21.753712449126926,22.63827537849942,8097887
265,2008-11-03,23.588363647460938,24.210833290217423,22.769321252682868,24.178070794582382,4951148
266,2008-11-04,24.620351791381836,24.816922308957377,23.146079574930837,23.260743858692802,4515828
267,2008-11-05,23.719406127929688,25.816150033491546,23.26074235712473,25.816150033491546,6145587
268,2008-11-06,22.933134078979492,24.489312954599416,22.45809112374686,23.26075021662808,4896229
269,2008-11-07,24.71864128112793,25.455777515525114,22.605515631758205,22.76932368384647,8250147
270,2008-11-10,25.275588989257812,25.848917189154918,24.718642039429852,25.48853857478972,3775177
271,2008-11-11,24.980730056762695,26.029100954732485,24.40740197892735,25.39025011235937,8900004
272,2008-11-12,23.932353973388672,25.52129248105611,23.637500458587066,25.52129248105611,5705390
273,2008-11-14,23.850460052490234,24.89883348550636,23.555606413072674,23.7194144842578,4038880
274,2008-11-17,24.833297729492188,25.652339952651033,22.605508481406375,25.652339952651033,5361538
275,2008-11-18,23.490079879760742,24.767781742358096,23.031416020575147,24.767781742358096,6392448
276,2008-11-19,22.9167537689209,24.325503526445534,22.621897928440482,23.588367257928006,5606729
277,2008-11-20,22.671039581298828,23.096938719595784,21.70457034125426,22.933130675085017,5080395
278,2008-11-21,24.112552642822266,24.866070190634098,21.950285283325545,22.52361351421447,8350092
279,2008-11-24,24.71864128112793,25.11178016178198,23.49008089046595,24.83330558451637,5420119
280,2008-11-25,24.112552642822266,25.27559035555476,23.915984296733804,24.980736725527517,5453771
281,2008-11-26,24.653120040893555,25.02987769545841,23.670271667118413,24.374645446274982,5246053
282,2008-11-27,24.653120040893555,24.653120040893555,24.653120040893555,24.653120040893555,0
283,2008-11-28,24.259971618652344,24.73501663388913,23.29350478609418,23.915976568706217,8464961
284,2008-12-01,24.063411712646484,25.685111161870722,23.96512642625338,24.73502524424537,5733003
285,2008-12-02,23.850460052490234,24.112553410744265,23.09694248068083,23.883222555442924,5879324
286,2008-12-03,24.571216583251953,24.882451464520678,23.34265608735772,24.07979238489426,6430656
287,2008-12-04,25.750627517700195,25.881675274108755,21.78647232308868,21.78647232308868,4648185
288,2008-12-05,25.43939208984375,26.667952278826053,24.587589470100603,24.587589470100603,5338962
289,2008-12-08,25.504915237426758,26.340336622800425,24.407402785243644,26.12738707557061,11709287
290,2008-12-10,25.095396041870117,26.700716101796164,24.735019701568174,26.700716101796164,11172070
291,2008-12-11,24.816917419433594,25.537672138890535,24.423776461740644,25.537672138890535,9867592
292,2008-12-12,24.04702377319336,24.325498303558113,23.52283720607919,24.210831797692972,9847702
293,2008-12-15,24.440170288085938,24.98073827232645,24.243601929826028,24.866071730332916,5741641
294,2008-12-16,25.373872756958008,25.685107602582832,23.26074716859249,24.571213769255404,9183505
295,2008-12-17,25.341108322143555,26.045484205031613,24.6694949349391,26.045484205031613,8720755
296,2008-12-18,26.094621658325195,26.373096162852505,24.767776338628096,24.767776338628096,12640018
297,2008-12-19,27.3559513092041,27.68356741272311,26.061868144661787,26.864527153925582,10050607
298,2008-12-22,27.372329711914062,27.601660516168334,26.42224177744826,26.42224177744826,6524631
299,2008-12-23,26.815378189086914,27.634418288561395,26.618809898286116,27.192137967918253,5151765
300,2008-12-24,26.356721878051758,27.17576214085607,22.114091539294286,22.114091539294286,13318746
301,2008-12-26,26.405855178833008,27.79822319183301,25.717862905482402,27.79822319183301,5480531
302,2008-12-29,26.96281623840332,27.175765847058724,25.88168249969995,26.700722874204136,3418418
303,2008-12-30,26.913663864135742,27.355946413448898,25.914434482872004,26.89728261753368,4868199
304,2008-12-31,27.24127769470215,27.65079771752314,26.63518939400007,27.65079771752314,4396180
305,2009-01-02,27.634418487548828,28.09308227963032,27.110234153183736,28.09308227963032,3976548
306,2009-01-05,27.011953353881836,28.093086915746955,26.667956008498997,28.093086915746955,4505326
307,2009-01-06,26.815378189086914,28.0439405600871,26.37309786844377,28.0439405600871,3969700
